name,cellulose
"Klebsiella aerogenes C9",2
"Kiritimatiellaeota bacterium S-5007",2
"Klebsiella aerogenes EA1509E",2
"Klebsiella aerogenes CAV1320",2
"Klebsiella aerogenes EA46506",2
"Klebsiella aerogenes FDAARGOS_139",2
"Klebsiella aerogenes FDAARGOS_152",2
"Klebsiella aerogenes FDAARGOS_363",2
"Klebsiella aerogenes FDAARGOS_513",2
"Klebsiella aerogenes Colony365",2
"Klebsiella aerogenes Colony371",2
"Klebsiella aerogenes FDAARGOS_641",2
"Klebsiella aerogenes G7",2
"Klebsiella aerogenes HNHF1",2
"Klebsiella aerogenes AR_0062",2
"Klebsiella aerogenes Ka37751",2
"Klebsiella aerogenes G3_AM",2
"Klebsiella aerogenes KA_P10_L5_03.19",2
"Klebsiella aerogenes KCTC 2190",2
"Klebsiella aerogenes LU2",2
"Klebsiella aerogenes AR_0007",2
"Klebsiella aerogenes NCTC9644",2
"Klebsiella aerogenes NCTC8846",2
"Klebsiella aerogenes NCTC10317",2
"Klebsiella aerogenes NCTC10006",2
"Klebsiella aerogenes NCTC418",2
"Klebsiella aerogenes FDAARGOS_327",2
"Klebsiella aerogenes NCTC9652",2
"Klebsiella aerogenes NCTC9668",2
"Klebsiella aerogenes NCTC9793",2
"Klebsiella aerogenes NCTC9735",2
"Klebsiella aerogenes NCTC9667",2
"Klebsiella aerogenes RHBSTW-00898",2
"Klebsiella aerogenes RHBSTW-00938",2
"Klebsiella aerogenes WP5-W18-CRE-01",2
"Klebsiella grimontii 2481359",2
"Klebsiella grimontii 5512.56",2
"Klebsiella grimontii RHBSTW-00634",2
"Klebsiella grimontii KOX 60",2
"Klebsiella africana FF1003",2
"Klebsiella aerogenes Y6",2
"Klebsiella grimontii RHBSTW-00866",2
"Klebsiella aerogenes Y3",2
"Klebsiella huaxiensis WCHKl090001",2
"Klebsiella aerogenes Y1",2
"Klebsiella aerogenes NCTC9997",2
"Klebsiella michiganensis AR375",2
"Klebsiella michiganensis BD-50-Km",2
"Klebsiella michiganensis Biosolid 27",2
"Klebsiella michiganensis B106",2
"Klebsiella michiganensis AKKL-001",2
"Klebsiella michiganensis E718",2
"Klebsiella michiganensis 7525",2
"Klebsiella michiganensis F107",2
"Klebsiella michiganensis FDAARGOS_647",2
"Klebsiella michiganensis HKOPL1",2
"Klebsiella michiganensis 12084",2
"Klebsiella michiganensis C52",2
"Klebsiella michiganensis K516",2
"Klebsiella michiganensis K518",2
"Klebsiella michiganensis KCTC 1686",2
"Klebsiella michiganensis M1",2
"Klebsiella michiganensis AACKY",2
"Klebsiella michiganensis LDS17",2
"Klebsiella michiganensis RC10",2
"Klebsiella michiganensis M82255",2
"Klebsiella michiganensis BD177",2
"Klebsiella michiganensis Kmfe267",2
"Klebsiella michiganensis RHBSTW-00909",2
"Klebsiella michiganensis THO-011",2
"Klebsiella oxytoca AR_0028",2
"Klebsiella michiganensis RHBSTW-00409",2
"Klebsiella oxytoca AR380",2
"Klebsiella oxytoca CAV1099",2
"Klebsiella oxytoca CAV1335",2
"Klebsiella oxytoca AR_0147",2
"Klebsiella oxytoca CAV1015",2
"Klebsiella oxytoca CAV1374",2
"Klebsiella oxytoca CAV1752",2
"Klebsiella oxytoca FDAARGOS_335",2
"Klebsiella oxytoca JKo3",2
"Klebsiella oxytoca KONIH2",2
"Klebsiella oxytoca KONIH4",2
"Klebsiella oxytoca IR5392",2
"Klebsiella oxytoca KONIH5",2
"Klebsiella oxytoca KONIH1",2
"Klebsiella oxytoca FDAARGOS_500",2
"Klebsiella oxytoca P620",2
"Klebsiella oxytoca RHBSTW-00452",2
"Klebsiella pneumoniae 002SK2",2
"Klebsiella pneumoniae 08EU827",2
"Klebsiella oxytoca NCTC11356",2
"Klebsiella oxytoca NCTC13727",2
"Klebsiella pneumoniae 10553",2
"Klebsiella pneumoniae 11311",2
"Klebsiella pneumoniae 11420",2
"Klebsiella pneumoniae 11454",2
"Klebsiella pneumoniae 11305",2
"Klebsiella oxytoca NCTC9146",2
"Klebsiella pneumoniae 11021",2
"Klebsiella pneumoniae 11492",2
"Klebsiella pneumoniae 121",2
"Klebsiella pneumoniae 13004",2
"Klebsiella pneumoniae 13190",2
"Klebsiella oxytoca NCTC11355",2
"Klebsiella pneumoniae 16HN-263",2
"Klebsiella pneumoniae 18-2374",2
"Klebsiella pneumoniae 1756",2
"Klebsiella pneumoniae 16_GR_13",2
"Klebsiella pneumoniae 1050",2
"Klebsiella pneumoniae 18CPO060",2
"Klebsiella pneumoniae 2018C01-239",2
"Klebsiella pneumoniae 1_GR_13",2
"Klebsiella pneumoniae 2018N17-066",2
"Klebsiella pneumoniae 2018N16-148",2
"Klebsiella pneumoniae 2018S06-082",2
"Klebsiella pneumoniae 2018S07-013",2
"Klebsiella pneumoniae 2018C01-046",2
"Klebsiella pneumoniae 2-1",2
"Klebsiella pneumoniae 203",2
"Klebsiella pneumoniae 20467",2
"Klebsiella pneumoniae 2019036D",2
"Klebsiella pneumoniae 20_GR_12",2
"Klebsiella pneumoniae 23",2
"Klebsiella pneumoniae 2e",2
"Klebsiella pneumoniae 30684/NJST258_2",2
"Klebsiella pneumoniae 2_GR_12",2
"Klebsiella pneumoniae 30660/NJST258_1",2
"Klebsiella pneumoniae 33",2
"Klebsiella pneumoniae 342",0
"Klebsiella pneumoniae 160111",2
"Klebsiella pneumoniae 39427",2
"Klebsiella pneumoniae 39428",2
"Klebsiella pneumoniae 34618",2
"Klebsiella pneumoniae 32192",2
"Klebsiella pneumoniae 39",2
"Klebsiella pneumoniae 459",2
"Klebsiella pneumoniae 4743",2
"Klebsiella pneumoniae 500_1420",2
"Klebsiella pneumoniae 47733",2
"Klebsiella pneumoniae 51015",2
"Klebsiella pneumoniae 555",2
"Klebsiella pneumoniae 6",2
"Klebsiella pneumoniae 616",2
"Klebsiella pneumoniae 50595",2
"Klebsiella pneumoniae 721005",2
"Klebsiella pneumoniae 309074",2
"Klebsiella pneumoniae 675920",2
"Klebsiella pneumoniae 825795-1",2
"Klebsiella pneumoniae 911021",2
"Klebsiella pneumoniae 9630",2
"Klebsiella pneumoniae A16KP0119",2
"Klebsiella pneumoniae 9949",2
"Klebsiella pneumoniae A16KP0012",2
"Klebsiella pneumoniae A16KP0127",2
"Klebsiella pneumoniae A16KP0016",2
"Klebsiella pneumoniae 4/1-2",2
"Klebsiella pneumoniae A16KP0135",2
"Klebsiella pneumoniae A17KP0004",2
"Klebsiella pneumoniae A17KP0038",2
"Klebsiella pneumoniae A17KP0008",2
"Klebsiella pneumoniae AATZP",2
"Klebsiella pneumoniae AR376",2
"Klebsiella pneumoniae AP8555",2
"Klebsiella pneumoniae ABFPV",2
"Klebsiella pneumoniae AR_0046",2
"Klebsiella pneumoniae AR_0047",2
"Klebsiella pneumoniae AR438",2
"Klebsiella pneumoniae AR_0066",2
"Klebsiella pneumoniae AR_0068",2
"Klebsiella pneumoniae AR_0075",2
"Klebsiella pneumoniae AR_0076",2
"Klebsiella pneumoniae AR_0079",2
"Klebsiella pneumoniae AR_0049",2
"Klebsiella pneumoniae AR_0087",2
"Klebsiella pneumoniae AR_0107",2
"Klebsiella pneumoniae AR_0098",2
"Klebsiella pneumoniae AR_0112",2
"Klebsiella pneumoniae AR_0097",2
"Klebsiella pneumoniae AR_0113",2
"Klebsiella pneumoniae AR_0117",2
"Klebsiella pneumoniae ABFQB",2
"Klebsiella pneumoniae AR_0115",2
"Klebsiella pneumoniae AR_0125",2
"Klebsiella pneumoniae AR_0120",2
"Klebsiella pneumoniae AR_0080",2
"Klebsiella pneumoniae AR_0135",2
"Klebsiella pneumoniae AR_0138",2
"Klebsiella pneumoniae AR_0129",2
"Klebsiella pneumoniae AR_0126",2
"Klebsiella pneumoniae AR_0140",2
"Klebsiella pneumoniae AR_0141",2
"Klebsiella pneumoniae AR_0139",2
"Klebsiella pneumoniae AR_0145",2
"Klebsiella pneumoniae AR_0143",2
"Klebsiella pneumoniae AR_0148",2
"Klebsiella pneumoniae AR_0152",2
"Klebsiella pneumoniae AR_0158",2
"Klebsiella pneumoniae AR_0142",2
"Klebsiella pneumoniae AR_0146",2
"Klebsiella pneumoniae AR_0160",2
"Klebsiella pneumoniae AR_0109",2
"Klebsiella pneumoniae AR_0361",2
"Klebsiella pneumoniae ATCC 35657",2
"Klebsiella pneumoniae AR_0153",2
"Klebsiella pneumoniae AR_0363",2
"Klebsiella pneumoniae ATCC BAA-2146",2
"Klebsiella pneumoniae AR_362",2
"Klebsiella pneumoniae AUSMDU00003562",2
"Klebsiella pneumoniae B12(AN)",2
"Klebsiella pneumoniae AUSMDU00008119",2
"Klebsiella pneumoniae B16KP0048",2
"Klebsiella pneumoniae B16KP0089",2
"Klebsiella pneumoniae B16KP0102",2
"Klebsiella pneumoniae B16KP0141",2
"Klebsiella pneumoniae B16KP0157",2
"Klebsiella pneumoniae B16KP0183",2
"Klebsiella pneumoniae B16KP0177",2
"Klebsiella pneumoniae B16KP0198",2
"Klebsiella pneumoniae B16KP0078",2
"Klebsiella pneumoniae B17KP0021",2
"Klebsiella pneumoniae B17KP0020",2
"Klebsiella pneumoniae B31",2
"Klebsiella pneumoniae B17KP0069",2
"Klebsiella pneumoniae BA10835",2
"Klebsiella pneumoniae BA2275",2
"Klebsiella pneumoniae BA33875",2
"Klebsiella pneumoniae BA28434",2
"Klebsiella pneumoniae BA34918",2
"Klebsiella pneumoniae BA1559",2
"Klebsiella pneumoniae Bckp021",2
"Klebsiella pneumoniae Bckp067",2
"Klebsiella pneumoniae Bckp091",2
"Klebsiella pneumoniae Bckp101",2
"Klebsiella pneumoniae B17KP0067",2
"Klebsiella pneumoniae BA4656",2
"Klebsiella pneumoniae Bckp186",2
"Klebsiella pneumoniae Bckp212",2
"Klebsiella pneumoniae Bckp206",2
"Klebsiella pneumoniae BD_DM_697",2
"Klebsiella pneumoniae BD_DM_914",2
"Klebsiella pneumoniae B16KP0226",2
"Klebsiella pneumoniae BK13043",2
"Klebsiella pneumoniae BIC-1",2
"Klebsiella pneumoniae BJCFK909",2
"Klebsiella pneumoniae blaNDM-1",2
"Klebsiella pneumoniae BWHC1",2
"Klebsiella pneumoniae BR",2
"Klebsiella pneumoniae C1398",2
"Klebsiella pneumoniae BD_DM_782",2
"Klebsiella pneumoniae C16KP0049",2
"Klebsiella pneumoniae C16KP0024",2
"Klebsiella pneumoniae C16KP0050",2
"Klebsiella pneumoniae C16KP0053",2
"Klebsiella pneumoniae C16KP0077",2
"Klebsiella pneumoniae C16KP0078",2
"Klebsiella pneumoniae C16KP0065",2
"Klebsiella pneumoniae C16KP0098",2
"Klebsiella pneumoniae C16KP0102",2
"Klebsiella pneumoniae C16KP0036",2
"Klebsiella pneumoniae C16KP0129",2
"Klebsiella pneumoniae BP327",2
"Klebsiella pneumoniae C16KP0189",2
"Klebsiella pneumoniae C16KP0164",2
"Klebsiella pneumoniae C16KP0122",2
"Klebsiella pneumoniae BP3636",2
"Klebsiella pneumoniae C16KP0160",2
"Klebsiella pneumoniae C16KP0192",2
"Klebsiella pneumoniae C17KP0008",2
"Klebsiella pneumoniae C17KP0019",2
"Klebsiella pneumoniae C17KP0020",2
"Klebsiella pneumoniae C17KP0033",2
"Klebsiella pneumoniae C17KP0052",2
"Klebsiella pneumoniae C17KP0063",2
"Klebsiella pneumoniae C2315",2
"Klebsiella pneumoniae C2",2
"Klebsiella pneumoniae C17KP0039",2
"Klebsiella pneumoniae C2601",2
"Klebsiella pneumoniae C2414",2
"Klebsiella pneumoniae C2343",2
"Klebsiella pneumoniae C2660",2
"Klebsiella pneumoniae C17KP0040",2
"Klebsiella pneumoniae C2972",2
"Klebsiella pneumoniae C2974",2
"Klebsiella pneumoniae C51",2
"Klebsiella pneumoniae C789",2
"Klebsiella pneumoniae C16KP0108",2
"Klebsiella pneumoniae CAV1042",2
"Klebsiella pneumoniae CAV1016",2
"Klebsiella pneumoniae CAV1193",2
"Klebsiella pneumoniae CAV1217",2
"Klebsiella pneumoniae CAV1392",2
"Klebsiella pneumoniae CAV1344",2
"Klebsiella pneumoniae CAV1417",2
"Klebsiella pneumoniae C17KP0055",2
"Klebsiella pneumoniae CAV1453",2
"Klebsiella pneumoniae CCUG 70747",2
"Klebsiella pneumoniae CFSAN054111",2
"Klebsiella pneumoniae CDC 0106",2
"Klebsiella pneumoniae CFSAN054110",2
"Klebsiella pneumoniae CG43",2
"Klebsiella pneumoniae CCUG 70742",2
"Klebsiella pneumoniae CN1",2
"Klebsiella pneumoniae CR-HvKP1",2
"Klebsiella pneumoniae cr-hvkp3",2
"Klebsiella pneumoniae CR-HvKP5",2
"Klebsiella pneumoniae CR-HvKP4",2
"Klebsiella pneumoniae CRKP I",2
"Klebsiella pneumoniae CRKP-1215",2
"Klebsiella pneumoniae CRKP-2297",2
"Klebsiella pneumoniae D1",2
"Klebsiella pneumoniae D16KP0008",2
"Klebsiella pneumoniae CR14",2
"Klebsiella pneumoniae D16KP0042",2
"Klebsiella pneumoniae D16KP0017",2
"Klebsiella pneumoniae CAV1596",2
"Klebsiella pneumoniae D16KP0025",2
"Klebsiella pneumoniae D16KP0122",2
"Klebsiella pneumoniae D16KP0144",2
"Klebsiella pneumoniae D17KP0018",2
"Klebsiella pneumoniae D17KP0032",2
"Klebsiella pneumoniae DA12090",2
"Klebsiella pneumoniae D16KP0146",2
"Klebsiella pneumoniae D17KP0013",2
"Klebsiella pneumoniae DA33140",2
"Klebsiella pneumoniae D17KP0022",2
"Klebsiella pneumoniae DA33141",2
"Klebsiella pneumoniae D16KP0087",2
"Klebsiella pneumoniae D16KP0109",2
"Klebsiella pneumoniae DA33144",2
"Klebsiella pneumoniae DHQP1002001",2
"Klebsiella pneumoniae DT1",2
"Klebsiella pneumoniae DT12",2
"Klebsiella pneumoniae E16KP0032",2
"Klebsiella pneumoniae E16KP0017",2
"Klebsiella pneumoniae DMC1097",2
"Klebsiella pneumoniae E16KP0093",2
"Klebsiella pneumoniae E16KP0115",2
"Klebsiella pneumoniae E16KP0102",2
"Klebsiella pneumoniae E16KP0133",2
"Klebsiella pneumoniae E16KP0172",2
"Klebsiella pneumoniae E16KP0180",2
"Klebsiella pneumoniae E16KP0204",2
"Klebsiella pneumoniae E16KP0212",2
"Klebsiella pneumoniae E16KP0210",2
"Klebsiella pneumoniae E16KP0218",2
"Klebsiella pneumoniae E16KP0235",2
"Klebsiella pneumoniae E16KP0268",2
"Klebsiella pneumoniae DA48896",2
"Klebsiella pneumoniae E16KP0224",2
"Klebsiella pneumoniae E16KP0287",2
"Klebsiella pneumoniae E16KP0241",2
"Klebsiella pneumoniae E16KP0288",2
"Klebsiella pneumoniae E16KP0290",2
"Klebsiella pneumoniae E16KP0301",2
"Klebsiella pneumoniae E16KP0035",2
"Klebsiella pneumoniae E16KP0311",2
"Klebsiella pneumoniae E16KP0258",2
"Klebsiella pneumoniae E17KP0019",2
"Klebsiella pneumoniae E17KP0027",2
"Klebsiella pneumoniae E17KP0029",2
"Klebsiella pneumoniae E17KP0033",2
"Klebsiella pneumoniae E17KP0053",2
"Klebsiella pneumoniae ED2",2
"Klebsiella pneumoniae E17KP0052",2
"Klebsiella pneumoniae F10(AN)",2
"Klebsiella pneumoniae F127",2
"Klebsiella pneumoniae E17KP0079",2
"Klebsiella pneumoniae F13",2
"Klebsiella pneumoniae ED23",2
"Klebsiella pneumoniae F1",2
"Klebsiella pneumoniae F16KP0001",2
"Klebsiella pneumoniae F132",2
"Klebsiella pneumoniae F16KP0002",2
"Klebsiella pneumoniae F16KP0014",2
"Klebsiella pneumoniae F138",2
"Klebsiella pneumoniae F16KP0011",2
"Klebsiella pneumoniae F16KP0019",2
"Klebsiella pneumoniae F16KP0037",2
"Klebsiella pneumoniae F16KP0038",2
"Klebsiella pneumoniae F16KP0045",2
"Klebsiella pneumoniae F16KP0050",2
"Klebsiella pneumoniae F16KP0053",2
"Klebsiella pneumoniae F16KP0064",2
"Klebsiella pneumoniae F16KP0084",2
"Klebsiella pneumoniae E17KP0085",2
"Klebsiella pneumoniae F16KP0096",2
"Klebsiella pneumoniae F16KP0108",2
"Klebsiella pneumoniae F16KP0075",2
"Klebsiella pneumoniae F16KP0070",2
"Klebsiella pneumoniae F16KP0082",2
"Klebsiella pneumoniae F17KP0001",2
"Klebsiella pneumoniae F17KP0012",2
"Klebsiella pneumoniae F17KP0054",2
"Klebsiella pneumoniae F17KP0040",2
"Klebsiella pneumoniae F44",2
"Klebsiella pneumoniae F77",2
"Klebsiella pneumoniae F5",2
"Klebsiella pneumoniae F89-1",2
"Klebsiella pneumoniae F93-1",2
"Klebsiella pneumoniae F93-2",2
"Klebsiella pneumoniae FDAARGOS_440",2
"Klebsiella pneumoniae FDAARGOS_436",2
"Klebsiella pneumoniae F81",2
"Klebsiella pneumoniae FDAARGOS_442",2
"Klebsiella pneumoniae FDAARGOS_443",2
"Klebsiella pneumoniae FDAARGOS_445",2
"Klebsiella pneumoniae FDAARGOS_447",2
"Klebsiella pneumoniae FDAARGOS_446",2
"Klebsiella pneumoniae FDAARGOS_444",2
"Klebsiella pneumoniae FDAARGOS_531",2
"Klebsiella pneumoniae FDAARGOS_566",2
"Klebsiella pneumoniae FDAARGOS_630",2
"Klebsiella pneumoniae FDAARGOS_631",2
"Klebsiella pneumoniae FDAARGOS_775",2
"Klebsiella pneumoniae FDAARGOS_629",2
"Klebsiella pneumoniae GSU10-3",2
"Klebsiella pneumoniae GN-2",2
"Klebsiella pneumoniae HK787",2
"Klebsiella pneumoniae GZ-1",2
"Klebsiella pneumoniae HS09565",2
"Klebsiella pneumoniae HS102438",2
"Klebsiella pneumoniae FDAARGOS_156",2
"Klebsiella pneumoniae I72",2
"Klebsiella pneumoniae HZW25",2
"Klebsiella pneumoniae FDAARGOS_439",2
"Klebsiella pneumoniae IA565",2
"Klebsiella pneumoniae INF014-sc-2279884",2
"Klebsiella pneumoniae INF042",2
"Klebsiella pneumoniae INF125-sc-2279943",2
"Klebsiella pneumoniae INF158",2
"Klebsiella pneumoniae INF059",2
"Klebsiella pneumoniae INF078",2
"Klebsiella pneumoniae INF157",2
"Klebsiella pneumoniae INF163",2
"Klebsiella pneumoniae INF116-sc-2279924",2
"Klebsiella pneumoniae INF164",2
"Klebsiella pneumoniae INF206-sc-2280074",2
"Klebsiella pneumoniae INF237",2
"Klebsiella pneumoniae INF235-sc-2280127",2
"Klebsiella pneumoniae INF249",2
"Klebsiella pneumoniae INF278",2
"Klebsiella pneumoniae INF274",2
"Klebsiella pneumoniae INF322",2
"Klebsiella pneumoniae IR1251",2
"Klebsiella pneumoniae IR5065",2
"Klebsiella pneumoniae IR5086",2
"Klebsiella pneumoniae IR5755",2
"Klebsiella pneumoniae IRQBAS102c",2
"Klebsiella pneumoniae isolate 11",2
"Klebsiella pneumoniae isolate 704SK6",2
"Klebsiella pneumoniae IR5726",2
"Klebsiella pneumoniae isolate Kp_Goe_154414",2
"Klebsiella pneumoniae JM45",2
"Klebsiella pneumoniae isolate 207M1D0-sc-2013-04-03T11:21:06Z-1606409",2
"Klebsiella pneumoniae isolate blood sample 2",2
"Klebsiella pneumoniae isolate CNR48",2
"Klebsiella pneumoniae JNK002",2
"Klebsiella pneumoniae JNM10C3",2
"Klebsiella pneumoniae JS161205112",2
"Klebsiella pneumoniae IR5654",2
"Klebsiella pneumoniae K2044",2
"Klebsiella pneumoniae JUNP 254",2
"Klebsiella pneumoniae JS187",2
"Klebsiella pneumoniae K2606",2
"Klebsiella pneumoniae K66-45",2
"Klebsiella pneumoniae KCTC 2242",2
"Klebsiella pneumoniae KP1677",2
"Klebsiella pneumoniae KP14003",2
"Klebsiella pneumoniae KLP268",2
"Klebsiella pneumoniae KP-1",2
"Klebsiella pneumoniae KP1692",2
"Klebsiella pneumoniae KP17-15",2
"Klebsiella pneumoniae KP1766",2
"Klebsiella pneumoniae KP1768",2
"Klebsiella pneumoniae KP17-16",2
"Klebsiella pneumoniae KP18-2079",2
"Klebsiella pneumoniae KP18-29",2
"Klebsiella pneumoniae J1",2
"Klebsiella pneumoniae KP18-3-8",2
"Klebsiella pneumoniae KP2",2
"Klebsiella pneumoniae KP19-2029",2
"Klebsiella pneumoniae KP20194a",2
"Klebsiella pneumoniae KP20194a2",2
"Klebsiella pneumoniae KP20194b",2
"Klebsiella pneumoniae KP20194b2",2
"Klebsiella pneumoniae KP20194c",2
"Klebsiella pneumoniae KP20194c3",2
"Klebsiella pneumoniae KP20194c4",2
"Klebsiella pneumoniae KP20194c5",2
"Klebsiella pneumoniae KP20194d",2
"Klebsiella pneumoniae KP20194e",2
"Klebsiella pneumoniae KP20194f",2
"Klebsiella pneumoniae Kp202",2
"Klebsiella pneumoniae KP30835",2
"Klebsiella pneumoniae Kp36",2
"Klebsiella pneumoniae KP36",2
"Klebsiella pneumoniae KP38731",2
"Klebsiella pneumoniae KP33",2
"Klebsiella pneumoniae Kp52.145",2
"Klebsiella pneumoniae KP58",2
"Klebsiella pneumoniae KP64",2
"Klebsiella pneumoniae KP617",2
"Klebsiella pneumoniae KP5",2
"Klebsiella pneumoniae KP69",2
"Klebsiella pneumoniae Kp589",2
"Klebsiella pneumoniae KP65",2
"Klebsiella pneumoniae KP67",2
"Klebsiella pneumoniae kp757",2
"Klebsiella pneumoniae Kp8701",2
"Klebsiella pneumoniae Kp81",2
"Klebsiella pneumoniae KPC160125",2
"Klebsiella pneumoniae KPC160117",2
"Klebsiella pneumoniae KPC160121",2
"Klebsiella pneumoniae KPC160132",2
"Klebsiella pneumoniae KPHS1249",2
"Klebsiella pneumoniae KpN06",2
"Klebsiella pneumoniae KPN1343",2
"Klebsiella pneumoniae KPN1344",2
"Klebsiella pneumoniae KPN1482",2
"Klebsiella pneumoniae Kpn223",2
"Klebsiella pneumoniae KPN41053",2
"Klebsiella pneumoniae KpN01",2
"Klebsiella pneumoniae Kpn555",2
"Klebsiella pneumoniae KPN1481",2
"Klebsiella pneumoniae KPNIH39",2
"Klebsiella pneumoniae KPN55602",2
"Klebsiella pneumoniae KPNIH50",2
"Klebsiella pneumoniae KpvST101_OXA-48",2
"Klebsiella pneumoniae KPNIH49",2
"Klebsiella pneumoniae KPNIH48",2
"Klebsiella pneumoniae KpvST147B_SE1_1_NDM",2
"Klebsiella pneumoniae Kp_Goe_149473",2
"Klebsiella pneumoniae Kp_Goe_121641",2
"Klebsiella pneumoniae Kp_Goe_152021",2
"Klebsiella pneumoniae KPN528",2
"Klebsiella pneumoniae Kp_Goe_33208",2
"Klebsiella pneumoniae Kp_Goe_39795",2
"Klebsiella pneumoniae Kp_Goe_71070",2
"Klebsiella pneumoniae Kp_Goe_62629",2
"Klebsiella pneumoniae Kp_Goe_149832",2
"Klebsiella pneumoniae Kp_Goe_821588",2
"Klebsiella pneumoniae Kp_Goe_827024",2
"Klebsiella pneumoniae Kp_Goe_822917",2
"Klebsiella pneumoniae Kp_Goe_822579",2
"Klebsiella pneumoniae KPNIH36",2
"Klebsiella pneumoniae KPNIH45",2
"Klebsiella pneumoniae Kp_Goe_827026",2
"Klebsiella pneumoniae KP_NORM_BLD_2015_112126",2
"Klebsiella pneumoniae KSB1_10J",2
"Klebsiella pneumoniae KSB1_4E",2
"Klebsiella pneumoniae KSB1_7E",2
"Klebsiella pneumoniae KSB1_7J",2
"Klebsiella pneumoniae KSB1_9D",2
"Klebsiella pneumoniae KSB1_1I-sc-2280289",2
"Klebsiella pneumoniae KSB1_7F-sc-2280268",2
"Klebsiella pneumoniae KSB2_1B",2
"Klebsiella pneumoniae L201",2
"Klebsiella pneumoniae KP_NORM_BLD_2014_104014",2
"Klebsiella pneumoniae LEMB18",2
"Klebsiella pneumoniae L388",2
"Klebsiella pneumoniae L39_2",2
"Klebsiella pneumoniae L482",2
"Klebsiella pneumoniae LH375",2
"Klebsiella pneumoniae LH102-A",2
"Klebsiella pneumoniae LS355",2
"Klebsiella pneumoniae LH94",2
"Klebsiella pneumoniae LS356",2
"Klebsiella pneumoniae LS357",2
"Klebsiella pneumoniae LS358",2
"Klebsiella pneumoniae LS359",2
"Klebsiella pneumoniae L491",2
"Klebsiella pneumoniae LZK001",2
"Klebsiella pneumoniae MLST-15",2
"Klebsiella pneumoniae MNCRE69",2
"Klebsiella pneumoniae MNCRE78",2
"Klebsiella pneumoniae L5-2",2
"Klebsiella pneumoniae MNCRE53",2
"Klebsiella pneumoniae MS6671",2
"Klebsiella pneumoniae NB5306",2
"Klebsiella pneumoniae MRK9",2
"Klebsiella pneumoniae MS14393",2
"Klebsiella pneumoniae MSB1_8A-sc-2280397",2
"Klebsiella pneumoniae NCTC11359",2
"Klebsiella pneumoniae NCTC9157",2
"Klebsiella pneumoniae NCTC9170",2
"Klebsiella pneumoniae NCTC 418",2
"Klebsiella pneumoniae NCTC11357",2
"Klebsiella pneumoniae NCTC9178",2
"Klebsiella pneumoniae NCTC11698",2
"Klebsiella pneumoniae NCTC13635",2
"Klebsiella pneumoniae NFYY0065",2
"Klebsiella pneumoniae NH34",2
"Klebsiella pneumoniae NH54",2
"Klebsiella pneumoniae NKU_Kleb8A7",2
"Klebsiella pneumoniae NMBU-W07E18",2
"Klebsiella pneumoniae NMI4661_17",2
"Klebsiella pneumoniae NH25",2
"Klebsiella pneumoniae NKU_KlebA1",2
"Klebsiella pneumoniae NU-CRE047",2
"Klebsiella pneumoniae NR5632",2
"Klebsiella pneumoniae KP_Goe_828304",2
"Klebsiella pneumoniae NY9",2
"Klebsiella pneumoniae P1428",2
"Klebsiella pneumoniae NUHL30457",2
"Klebsiella pneumoniae PIMB15ND2KP27",2
"Klebsiella pneumoniae NCTC9171",2
"Klebsiella pneumoniae PMK1",2
"Klebsiella pneumoniae QS17-0029",2
"Klebsiella pneumoniae NCTC9180",2
"Klebsiella pneumoniae QS17-0161",2
"Klebsiella pneumoniae R1701",2
"Klebsiella pneumoniae QD23",2
"Klebsiella pneumoniae R1761",2
"Klebsiella pneumoniae R46",2
"Klebsiella pneumoniae R50",2
"Klebsiella pneumoniae QMP B2-170",2
"Klebsiella pneumoniae RJ18-01",2
"Klebsiella pneumoniae RJ18-06",2
"Klebsiella pneumoniae RJY9645",2
"Klebsiella pneumoniae S12",2
"Klebsiella pneumoniae SCH6109",2
"Klebsiella pneumoniae SCKP020009",2
"Klebsiella pneumoniae SCKP020135",2
"Klebsiella pneumoniae SCKP090573",2
"Klebsiella pneumoniae SGH10",2
"Klebsiella pneumoniae SKGH01",2
"Klebsiella pneumoniae ST307PT01",2
"Klebsiella pneumoniae subsp. ozaenae AR_0096",2
"Klebsiella pneumoniae SMKP03",2
"Klebsiella pneumoniae ST307PT02",2
"Klebsiella pneumoniae SMU18037509",2
"Klebsiella pneumoniae subsp. pneumoniae 1158",2
"Klebsiella pneumoniae subsp. pneumoniae 11219",2
"Klebsiella pneumoniae ST307PT03",2
"Klebsiella pneumoniae ST307PT04",2
"Klebsiella pneumoniae subsp. pneumoniae 1084",2
"Klebsiella pneumoniae subsp. pneumoniae BK13048",2
"Klebsiella pneumoniae subsp. pneumoniae ARLG-3135",2
"Klebsiella pneumoniae subsp. pneumoniae BR7",2
"Klebsiella pneumoniae subsp. pneumoniae CCRI-21711",2
"Klebsiella pneumoniae subsp. pneumoniae CRK0298",2
"Klebsiella pneumoniae subsp. pneumoniae GD4",2
"Klebsiella pneumoniae subsp. pneumoniae H11",2
"Klebsiella pneumoniae subsp. pneumoniae HB25-1",2
"Klebsiella pneumoniae subsp. pneumoniae HKUOPLC",2
"Klebsiella pneumoniae subsp. pneumoniae 12208",2
"Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1",2
"Klebsiella pneumoniae subsp. pneumoniae JNM8C2",2
"Klebsiella pneumoniae subsp. pneumoniae 234-12",2
